seed,run,i,B,K,xi,gamma,C,C_acc_train,C_acc_test,C_gap_acc,C_auroc_train,C_auroc_test,C_gap_auroc,C_auprc_train,C_auprc_test,C_gap_auprc,C_hinge_gap,C_J_w,C_J_xi,Q_acc_test_max,Q_auroc_test_max,Q_auprc_test_max,Q_acc_train_max,Q_auroc_train_max,Q_auprc_train_max,Q_gap_acc_max,Q_gap_auroc_max,Q_gap_auprc_max,Q_hinge_gap_min,Q_J_w_max,Q_J_w_min,Q_J_w_mean,Q_J_xi_max,Q_J_xi_min,Q_J_xi_mean,alpha_npz_path,Q_topk
44,5,26,5,3,1,2.6,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8650666666666667,0.11253333333333337,0.9729842799124668,0.8375356656849922,0.13544861422747467,0.35978800464971283,95.75257908936644,7.67356102788604,0.8066666666666666,0.8805333333333333,0.8846986843036526,0.9,0.9728,0.9720044526907041,0.17333333333333334,0.13475555555555552,0.17318510013169186,0.29799999934192695,365.9379748256986,116.45665314721356,240.04980279339634,30.538398119804047,11.32449384411516,19.81471934345882,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run005_idx26_g2.60_B5_K3_xi1_C31.npz,20
44,5,27,5,3,1,2.7,31,0.94,0.7866666666666666,0.15333333333333332,0.9792000000000001,0.8664888888888889,0.1127111111111112,0.9756509465791335,0.8393797664858986,0.1362711800932349,0.3616197567830418,98.02085729076086,7.569589742770514,0.8,0.8711111111111111,0.866675251278892,0.92,0.9776,0.9811108627093283,0.16666666666666674,0.14826666666666677,0.19220333519153288,0.40802978052647426,343.70228216929274,128.86849101229777,231.98683583662083,30.308479070728946,10.978793958418873,19.040304602466183,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run005_idx27_g2.70_B5_K3_xi1_C31.npz,20
44,5,28,5,3,1,2.8,31,0.94,0.78,0.15999999999999992,0.9808,0.866311111111111,0.11448888888888897,0.9781509465791335,0.8406784986126505,0.13747244796648295,0.3648802382694566,101.13769808042768,7.484037538422587,0.7933333333333333,0.8647111111111111,0.8664722422927683,0.94,0.9776,0.9731595221736509,0.19333333333333336,0.18062222222222224,0.21107583252144446,0.3577091115184969,379.1445355112853,119.21900676599104,249.88549877292888,30.14968358327021,10.6871591034534,20.483679158821296,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run005_idx28_g2.80_B5_K3_xi1_C31.npz,20
44,5,29,5,3,1,2.9,31,0.94,0.7733333333333333,0.16666666666666663,0.9808,0.8643555555555557,0.11644444444444435,0.9781509465791335,0.8391208580395922,0.13903008853954124,0.3689494345194845,103.54685749525677,7.413304810175276,0.82,0.896,0.9012054651373895,0.96,0.9872000000000001,0.9896500000000001,0.20000000000000007,0.2142222222222221,0.25283401036586495,0.3712356380054037,307.6582423867868,100.2395439706025,212.20957795957415,32.1988895691249,8.203055569827088,18.576642570371092,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run005_idx29_g2.90_B5_K3_xi1_C31.npz,20
44,6,0,5,3,1,0.0,31,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,-1.0097419586828951e-28,50.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.025,50.0,50.0,50.0,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx00_g0.00_B5_K3_xi1_C31.npz,20
44,6,1,5,3,1,0.1,31,0.84,0.7666666666666667,0.07333333333333325,0.9344,0.8661333333333333,0.0682666666666667,0.9404859519565403,0.848163110503393,0.09232284145314729,0.11704885812190402,228.38105741405118,23.19621495493452,0.76,0.8778666666666667,0.8758539436672813,0.84,0.9279999999999999,0.9363146107014104,0.17333333333333334,0.14133333333333342,0.15843975690185974,0.14878541393389688,247.89478342471946,136.23887756254,179.35122111736487,44.14873969051079,24.80657971461826,30.98321471589559,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx01_g0.10_B5_K3_xi1_C31.npz,20
44,6,2,5,3,1,0.2,31,0.88,0.8066666666666666,0.07333333333333336,0.9488000000000001,0.8922666666666667,0.056533333333333435,0.9513585296529239,0.8685758333167728,0.0827826963361511,0.12509523898395275,175.18249314917824,17.29259799480108,0.8466666666666667,0.9192888888888889,0.8923651281702734,0.86,0.9632000000000001,0.9660522476246616,0.1333333333333333,0.12853333333333328,0.15141444390444025,0.1365254641231844,304.5959865708022,169.00889316204302,224.26416886442797,31.889027222546954,17.663559818707355,22.338111469156363,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx02_g0.20_B5_K3_xi1_C31.npz,20
44,6,3,5,3,1,0.3,31,0.88,0.8066666666666666,0.07333333333333336,0.9648,0.8981333333333335,0.06666666666666654,0.9649868006606398,0.8766116205431189,0.08837518011752088,0.14051579389435848,145.98951634135295,15.404328543836913,0.8533333333333334,0.9201777777777778,0.9072522603183854,0.9,0.968,0.96978393892187,0.18000000000000005,0.15857777777777782,0.17859403628773518,0.24893615564143146,385.3910507570623,95.6878718571865,277.21247629383595,28.921058144706084,13.847125547159283,18.771789708524743,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx03_g0.30_B5_K3_xi1_C31.npz,20
44,6,4,5,3,1,0.4,31,0.9,0.8133333333333334,0.08666666666666667,0.9712000000000001,0.8917333333333334,0.07946666666666669,0.9659035310317179,0.8722865664318659,0.09361696459985203,0.18489741895697243,156.10066059701515,13.327616246321597,0.86,0.9226666666666666,0.8998592173752293,0.92,0.9632,0.9690063270063272,0.15999999999999992,0.1392,0.20269338580322194,0.22576098907607234,433.37125177662705,180.4241868710916,319.94816786346144,34.06394438678215,13.142907787724086,18.7890061084138,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx04_g0.40_B5_K3_xi1_C31.npz,20
44,6,5,5,3,1,0.5,31,0.9,0.82,0.08000000000000007,0.9696,0.8942222222222224,0.07537777777777765,0.9643093281331672,0.8747770010911495,0.08953232704201763,0.1837385832775913,128.23843792865944,12.977071320186983,0.8666666666666667,0.9269333333333334,0.8997166902728115,0.94,0.9792,0.9776478030995195,0.16000000000000003,0.15964444444444437,0.2147669330556936,0.21693800571696326,498.7700778759928,208.45630418873165,328.1880148238944,34.59554341582724,11.968413622293703,19.71410604433645,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx05_g0.50_B5_K3_xi1_C31.npz,20
44,6,6,5,3,1,0.6,31,0.9,0.82,0.08000000000000007,0.9744,0.8986666666666667,0.07573333333333332,0.9701281952563822,0.8769713839522585,0.09315681130412368,0.20173444796027318,131.01376981894327,11.628934726106454,0.8333333333333334,0.9176888888888889,0.9121014030654709,0.92,0.9776,0.9754606738888608,0.17333333333333334,0.1498666666666666,0.2101600716324491,0.26288001944615585,521.0130067052454,235.68361290730195,363.146724565953,25.778781854092777,10.965705439711087,17.915339274207394,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx06_g0.60_B5_K3_xi1_C31.npz,20
44,6,7,5,3,1,0.7,31,0.94,0.8133333333333334,0.1266666666666666,0.9808,0.8967111111111111,0.08408888888888888,0.9758857044138913,0.8731112141568141,0.10277449025707719,0.22268819345745533,129.09856402549678,10.80975391995792,0.8533333333333334,0.9123555555555556,0.8888022389115449,0.94,0.976,0.9748648971166134,0.16000000000000003,0.16995555555555553,0.21517896040852202,0.32356663677249714,491.7782109890877,259.59737872411563,383.36448363745865,50.08873521629438,10.074044282770913,21.2963999065184,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx07_g0.70_B5_K3_xi1_C31.npz,20
44,6,8,5,3,1,0.8,31,0.94,0.8,0.1399999999999999,0.9792,0.8864000000000001,0.09279999999999988,0.9730285615567484,0.8541816915999213,0.11884686995682714,0.2673566961828829,132.7749073934835,9.832595053952126,0.84,0.9039999999999999,0.8951215046302181,0.92,0.9776,0.9796768147311627,0.16666666666666674,0.1731555555555554,0.21977063157398202,0.3546472085537581,510.83967949970645,223.92832868621915,390.5932929809178,25.909717105415027,10.125254216878556,16.107397091489606,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx08_g0.80_B5_K3_xi1_C31.npz,20
44,6,9,5,3,1,0.9,31,0.94,0.8,0.1399999999999999,0.9792,0.8830222222222223,0.0961777777777777,0.9730285615567484,0.8490021331204723,0.12402642843627609,0.2793313853381394,128.42888161940573,9.66319555756844,0.8733333333333333,0.9187555555555557,0.9001743562554416,0.92,0.9728,0.9738972639640241,0.16000000000000003,0.1525333333333334,0.22570761491519997,0.41481825955695134,479.75603179887753,309.1718873154939,407.29573788511715,36.31358807078699,11.660121199853426,19.17523398468729,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx09_g0.90_B5_K3_xi1_C31.npz,20
44,6,10,5,3,1,1.0,31,0.94,0.8,0.1399999999999999,0.9792,0.8856888888888889,0.0935111111111111,0.9730285615567484,0.850738510602184,0.12229005095456447,0.2814507240963103,124.71810226269153,9.457329041394205,0.8533333333333334,0.9011555555555556,0.8848960026785918,0.88,0.9744,0.9755571481658438,0.12,0.1214222222222221,0.1781548627273366,0.35323014891133386,487.9123020506008,256.2735724827256,377.2477382092819,32.46458986969228,12.214413035792777,18.340240887620872,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx10_g1.00_B5_K3_xi1_C31.npz,20
44,6,11,5,3,1,1.1,31,0.92,0.8,0.12,0.9792,0.8871111111111111,0.09208888888888889,0.9730285615567484,0.8526020327421364,0.12042652881461202,0.28360635914711596,126.50904534724759,9.233637894482877,0.8466666666666667,0.9088,0.8846570908452633,0.92,0.9776,0.9798215617715619,0.20000000000000007,0.20142222222222228,0.2521680229028833,0.2518325816669753,525.5526468079971,257.33025102755516,380.215790931595,33.2213977275186,11.489403037836318,18.920599572692634,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx11_g1.10_B5_K3_xi1_C31.npz,20
44,6,12,5,3,1,1.2,31,0.92,0.8,0.12,0.9792,0.8846222222222223,0.09457777777777765,0.9730285615567484,0.8492694788533237,0.12375908270342473,0.28566036203891254,118.29981224761431,9.220003327531149,0.8533333333333334,0.9267555555555556,0.9194205453539279,0.94,0.9744,0.9698648023587975,0.15999999999999992,0.1539555555555555,0.23647084726304712,0.5105222204714093,528.0677220765547,287.9190681589331,380.13719291642883,29.14232129648125,11.158937631238583,18.415675944135714,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx12_g1.20_B5_K3_xi1_C31.npz,20
44,6,13,5,3,1,1.3,31,0.92,0.7933333333333333,0.1266666666666667,0.9808,0.8856888888888889,0.09511111111111115,0.9758857044138913,0.8435994545730868,0.1322862498408045,0.292414065555887,118.94212918613239,8.822718594826604,0.8533333333333334,0.9073777777777777,0.8887437666564747,0.92,0.9792000000000001,0.982129917184265,0.18000000000000005,0.13653333333333328,0.18667033278067946,0.39190033406716207,492.2668302820784,274.2632487543419,384.87309249117465,28.930494168512574,12.493462120162507,17.350247110787215,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx13_g1.30_B5_K3_xi1_C31.npz,20
44,6,14,5,3,1,1.4,31,0.94,0.8,0.1399999999999999,0.9808,0.8849777777777779,0.09582222222222214,0.9758857044138913,0.842262779968217,0.13362292444567436,0.3001153904168513,120.95412781910287,8.440379115367996,0.8466666666666667,0.9027555555555555,0.8823913492362527,0.92,0.9664,0.9671399006959648,0.20666666666666667,0.14951111111111115,0.1919453725972866,0.35007175522331363,444.586450363053,243.97464661757064,344.8550444104323,28.262416108526164,12.542766959342375,16.83560358822995,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx14_g1.40_B5_K3_xi1_C31.npz,20
44,6,15,5,3,1,1.5,31,0.94,0.8,0.1399999999999999,0.9808,0.8833777777777778,0.09742222222222219,0.9758857044138913,0.8398925854237905,0.1359931189901008,0.3076483138485647,115.22847399186671,8.380810973885037,0.8133333333333334,0.9130666666666667,0.9096717732295861,0.92,0.9727999999999999,0.9760916860916862,0.19333333333333336,0.18204444444444445,0.25320786590002275,0.5597574046416463,460.1776833320687,166.71543500554765,345.4627855958201,23.83084119724502,10.571791481294246,16.09487544779525,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx15_g1.50_B5_K3_xi1_C31.npz,20
44,6,16,5,3,1,1.6,31,0.94,0.8,0.1399999999999999,0.9808,0.8785777777777778,0.10222222222222221,0.9758857044138913,0.8348174596929117,0.14106824472097967,0.31890304074558784,110.5819572819053,8.289771775016389,0.8466666666666667,0.908088888888889,0.8848925994247789,0.94,0.976,0.9730966681627862,0.19333333333333336,0.18400000000000005,0.27209658972174733,0.4206363023700609,468.838166659693,226.0374342622303,359.62217750819326,38.52146686231865,8.899442764106947,19.322479946290937,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx16_g1.60_B5_K3_xi1_C31.npz,20
44,6,17,5,3,1,1.7,31,0.94,0.7933333333333333,0.1466666666666666,0.9808,0.8741333333333333,0.10666666666666669,0.9758857044138913,0.8287919435479508,0.1470937608659405,0.3319903799571792,106.94611507565918,8.165245783816175,0.82,0.896,0.8836268302674817,0.94,0.9616,0.967857094621006,0.2533333333333333,0.18879999999999997,0.2088820701956775,0.40516998454658204,472.567005716222,208.05710600367175,330.99489780870414,44.76495481909862,12.915451500417397,21.135893097143743,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx17_g1.70_B5_K3_xi1_C31.npz,20
44,6,18,5,3,1,1.8,31,0.94,0.7933333333333333,0.1466666666666666,0.9792,0.8712888888888889,0.10791111111111107,0.9730285615567484,0.833111728624413,0.13991683293233548,0.3432652947744218,104.06377203041191,7.973678048235762,0.8333333333333334,0.9056,0.9083180699444757,0.92,0.9743999999999999,0.9739483538949807,0.2333333333333334,0.17137777777777774,0.2709052947243704,0.3141293857134194,380.19732991249333,214.0990508845706,302.25554022821626,23.73302982803645,11.501125453783668,16.62147552184354,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx18_g1.80_B5_K3_xi1_C31.npz,20
44,6,19,5,3,1,1.9,31,0.94,0.7866666666666666,0.15333333333333332,0.9792,0.8672000000000001,0.11199999999999988,0.9730285615567484,0.8323653687622186,0.14066319279452988,0.34909609638307865,102.01234217574859,7.967228486235931,0.86,0.9114666666666668,0.8960523036368009,0.94,0.9632,0.9583521682571168,0.17999999999999994,0.1379555555555555,0.20776698764960377,0.34802508684289885,381.21967903330494,194.05475131500214,321.7155647448512,31.267526431696915,11.86401147216756,19.716260257705958,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx19_g1.90_B5_K3_xi1_C31.npz,20
44,6,20,5,3,1,2.0,31,0.94,0.8066666666666666,0.1333333333333333,0.9792000000000001,0.8664888888888889,0.1127111111111112,0.9744612029893899,0.8245025780952813,0.1499586248941086,0.3503790810859847,101.04349475294231,8.071696585371896,0.8266666666666667,0.8867555555555555,0.88520130061355,0.9,0.9712,0.9710529874426348,0.17333333333333334,0.18933333333333324,0.28007204170014144,0.3096011168801339,392.80302704516714,186.13182527886397,294.3465041312012,33.17815141151255,13.063886004748753,20.929881073804705,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx20_g2.00_B5_K3_xi1_C31.npz,20
44,6,21,5,3,1,2.1,31,0.94,0.8066666666666666,0.1333333333333333,0.9792000000000001,0.8640000000000001,0.11519999999999997,0.9744612029893899,0.8190617804590359,0.155399422530354,0.3518951675014628,98.81162770727036,8.076227834643843,0.8066666666666666,0.8924444444444445,0.8942824146261794,0.92,0.9663999999999999,0.9650247038951696,0.20666666666666667,0.21635555555555563,0.20334863184608243,0.3129152782474703,397.16757725125,238.48135201903835,289.195665914342,35.608819795363324,12.30570051856563,20.838672088734967,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx21_g2.10_B5_K3_xi1_C31.npz,20
44,6,22,5,3,1,2.2,31,0.94,0.8,0.1399999999999999,0.976,0.8645333333333333,0.11146666666666671,0.9701271370553239,0.8247376759247187,0.14538946113060525,0.35476141330237043,96.46465578222426,7.9026475836352805,0.8,0.8782222222222222,0.8681897707965214,0.92,0.9792,0.9793762400185189,0.18666666666666665,0.14808888888888883,0.17131733861972864,0.38279971026104337,381.849927802501,159.8709074666231,288.2584319328424,29.1542505498527,11.03400397228678,20.296526361318296,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx22_g2.20_B5_K3_xi1_C31.npz,20
44,6,23,5,3,1,2.3,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8643555555555557,0.11324444444444437,0.9729842799124668,0.8294192696957261,0.14356501021674073,0.3564880661281826,95.2423559146679,7.8114141648789,0.82,0.8842666666666666,0.8731653222903888,0.9,0.9823999999999999,0.984426021080369,0.15333333333333332,0.1571555555555556,0.20279263336469744,0.3219087364633526,386.2024627219902,184.32734574316675,270.8973054765635,33.77999039163906,11.133641438347256,20.921929490493955,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx23_g2.30_B5_K3_xi1_C31.npz,20
44,6,24,5,3,1,2.4,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8647111111111112,0.11288888888888882,0.9729842799124668,0.8315335852382023,0.14145069467426452,0.35699014785554417,94.65727867812994,7.784781267562035,0.8533333333333334,0.9121777777777779,0.9035780346743394,0.96,0.984,0.9819808108325272,0.23333333333333328,0.2695111111111109,0.286846195207481,0.36928315554269425,370.3448803833048,129.9456220912724,294.5204690169884,29.13645895387916,8.642296327448815,18.070038003183623,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx24_g2.40_B5_K3_xi1_C31.npz,20
44,6,25,5,3,1,2.5,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8647111111111111,0.11288888888888893,0.9729842799124668,0.8327173242537338,0.14026695565873304,0.35874373101695733,94.7295459840264,7.763770258502407,0.7933333333333333,0.8725333333333334,0.8638915974766614,0.92,0.9584,0.9610387253393261,0.17333333333333334,0.14346666666666663,0.17340849026115535,0.3584902086689229,426.18399181345063,177.5035529247922,299.27138475303116,35.6716469338798,14.184493226481258,21.471770305424577,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx25_g2.50_B5_K3_xi1_C31.npz,20
44,6,26,5,3,1,2.6,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8650666666666667,0.11253333333333337,0.9729842799124668,0.8375356656849922,0.13544861422747467,0.35978800464971283,95.75257908936644,7.67356102788604,0.8333333333333334,0.9018666666666667,0.9085605066901754,0.92,0.9823999999999999,0.981403358655075,0.17333333333333334,0.15288888888888896,0.22549845291904713,0.21893908780237872,388.36853205270234,154.85520902258492,253.70463947102434,28.583426801684876,11.213845692949716,18.755004161979823,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx26_g2.60_B5_K3_xi1_C31.npz,20
44,6,27,5,3,1,2.7,31,0.94,0.7866666666666666,0.15333333333333332,0.9792000000000001,0.8664888888888889,0.1127111111111112,0.9756509465791335,0.8393797664858986,0.1362711800932349,0.3616197567830418,98.02085729076086,7.569589742770514,0.8133333333333334,0.8707555555555556,0.8694186157659657,0.92,0.9743999999999999,0.9764069734613214,0.20000000000000007,0.1882666666666667,0.21333410937567943,0.4029253030481257,317.7118954783151,127.94234901277875,222.67597248268038,26.6957217381567,11.021703430292888,18.60796180290321,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx27_g2.70_B5_K3_xi1_C31.npz,20
44,6,28,5,3,1,2.8,31,0.94,0.78,0.15999999999999992,0.9808,0.866311111111111,0.11448888888888897,0.9781509465791335,0.8406784986126505,0.13747244796648295,0.3648802382694566,101.13769808042768,7.484037538422587,0.8333333333333334,0.9018666666666667,0.9101727977641411,0.92,0.9696,0.9702363385406865,0.17999999999999994,0.15697777777777788,0.2024684830809368,0.41615891848861697,325.70995730951745,161.67113418388163,222.7996919533595,31.847874806809276,9.917947298814655,18.02726603449501,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx28_g2.80_B5_K3_xi1_C31.npz,20
44,6,29,5,3,1,2.9,31,0.94,0.7733333333333333,0.16666666666666663,0.9808,0.8643555555555557,0.11644444444444435,0.9781509465791335,0.8391208580395922,0.13903008853954124,0.3689494345194845,103.54685749525677,7.413304810175276,0.8133333333333334,0.9016888888888889,0.900412015796267,0.94,0.9696,0.9684963881745752,0.20666666666666667,0.15288888888888896,0.21235227113800026,0.31712193683190937,314.58051204132084,159.62903824324272,209.16534707795034,34.40768341242925,11.718501313904195,18.1205810534044,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run006_idx29_g2.90_B5_K3_xi1_C31.npz,20
44,7,0,5,3,1,0.0,31,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,-1.0097419586828951e-28,50.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.075,50.0,50.0,50.0,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run007_idx00_g0.00_B5_K3_xi1_C31.npz,20
44,7,1,5,3,1,0.1,31,0.84,0.7666666666666667,0.07333333333333325,0.9344,0.8661333333333333,0.0682666666666667,0.9404859519565403,0.848163110503393,0.09232284145314729,0.11704885812190402,228.38105741405118,23.19621495493452,0.8333333333333334,0.9127111111111111,0.8779847668683574,0.88,0.936,0.943515344374168,0.16666666666666663,0.13048888888888888,0.18488663023010687,0.09314064705989622,238.6214715360521,98.68126263906632,162.07682871107227,32.96346626046469,26.073585124876608,28.83496177820507,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run007_idx01_g0.10_B5_K3_xi1_C31.npz,20
44,7,2,5,3,1,0.2,31,0.88,0.8066666666666666,0.07333333333333336,0.9488000000000001,0.8922666666666667,0.056533333333333435,0.9513585296529239,0.8685758333167728,0.0827826963361511,0.12509523898395275,175.18249314917824,17.29259799480108,0.86,0.9253333333333335,0.9055978978225844,0.88,0.9616,0.9637114385506126,0.14666666666666672,0.14506666666666657,0.1788042501943431,0.09056686365799377,309.4662356938354,154.65081920678577,214.80294725961903,28.10923040720252,16.923246881136066,21.570796320966714,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run007_idx02_g0.20_B5_K3_xi1_C31.npz,20
44,7,3,5,3,1,0.3,31,0.88,0.8066666666666666,0.07333333333333336,0.9648,0.8981333333333335,0.06666666666666654,0.9649868006606398,0.8766116205431189,0.08837518011752088,0.14051579389435848,145.98951634135295,15.404328543836913,0.8533333333333334,0.9187555555555555,0.9109432543250995,0.9,0.9696,0.9693026591879587,0.15999999999999992,0.1624888888888888,0.1881708525096334,0.18461426232801287,391.15131880309843,180.2204873023013,261.8224512157145,25.377567863903096,12.908438361046255,19.127598341653915,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run007_idx03_g0.30_B5_K3_xi1_C31.npz,20
44,7,4,5,3,1,0.4,31,0.9,0.8133333333333334,0.08666666666666667,0.9712000000000001,0.8917333333333334,0.07946666666666669,0.9659035310317179,0.8722865664318659,0.09361696459985203,0.18489741895697243,156.10066059701515,13.327616246321597,0.8533333333333334,0.9143111111111111,0.9034262981141516,0.94,0.9696,0.9705687423687424,0.12,0.12817777777777783,0.17424316112593097,0.22713559245997655,376.64551469646005,205.77444000205475,296.39750244174877,31.02260205149773,13.150458841203452,18.40743648923261,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run007_idx04_g0.40_B5_K3_xi1_C31.npz,20
44,7,5,5,3,1,0.5,31,0.9,0.82,0.08000000000000007,0.9696,0.8942222222222224,0.07537777777777765,0.9643093281331672,0.8747770010911495,0.08953232704201763,0.1837385832775913,128.23843792865944,12.977071320186983,0.86,0.9248,0.89116780488258,0.9,0.968,0.969574076320703,0.1399999999999999,0.13475555555555552,0.19443809109780563,0.13578455738003192,451.44768620403306,179.24240702794776,346.05060508287414,29.884800903649584,13.253098805773096,19.36575227416759,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run007_idx05_g0.50_B5_K3_xi1_C31.npz,20
44,7,6,5,3,1,0.6,31,0.9,0.82,0.08000000000000007,0.9744,0.8986666666666667,0.07573333333333332,0.9701281952563822,0.8769713839522585,0.09315681130412368,0.20173444796027318,131.01376981894327,11.628934726106454,0.8533333333333334,0.9050666666666667,0.8932927223026258,0.92,0.9728,0.9704593055254235,0.16666666666666674,0.1711999999999999,0.21856230915510133,0.32869798138870837,476.15518715484336,232.73680011929673,370.17620001161174,31.074746848300858,10.201432469525686,18.58217758722936,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run007_idx06_g0.60_B5_K3_xi1_C31.npz,20
